Город	Возраст	Численность населения	Год
Красноярск	80-100	17	1944
Красноярск	101+	37	1944
Москва	0-3	28	1947
Москва	3-7	13	1947
Москва	8-14	85	1947
Москва	15-18	37	1947
Москва	18-25	33	1947
Москва	26-35	64	1947
Москва	36-45	92	1947
Москва	46-60	60	1947
Москва	61-80	12	1947
Москва	80-100	86	1947
Москва	101+	91	1947
Санкт-Петербург	0-3	70	1947
Санкт-Петербург	3-7	36	1947
Санкт-Петербург	8-14	66	1947
Санкт-Петербург	15-18	69	1947
Санкт-Петербург	18-25	97	1947
Санкт-Петербург	26-35	90	1947
Санкт-Петербург	36-45	59	1947
Санкт-Петербург	46-60	99	1947
Санкт-Петербург	61-80	86	1947
Санкт-Петербург	80-100	72	1947
Санкт-Петербург	101+	75	1947
Новосибирск	0-3	11	1947
Новосибирск	3-7	52	1947
Новосибирск	8-14	75	1947
Новосибирск	15-18	93	1947
Новосибирск	18-25	86	1947
Новосибирск	26-35	99	1947
Новосибирск	36-45	46	1947
Новосибирск	46-60	22	1947
Новосибирск	61-80	14	1947
Новосибирск	80-100	34	1947
Новосибирск	101+	31	1947
Екатеринбург	0-3	93	1947
Екатеринбург	3-7	87	1947
Екатеринбург	8-14	73	1947
Екатеринбург	15-18	26	1947
Екатеринбург	18-25	89	1947
Екатеринбург	26-35	99	1947
Екатеринбург	36-45	23	1947
Екатеринбург	46-60	71	1947
Екатеринбург	61-80	94	1947
Екатеринбург	80-100	44	1947
Екатеринбург	101+	90	1947
Казань	0-3	84	1947
Казань	3-7	75	1947
Казань	8-14	91	1947
Казань	15-18	73	1947
Казань	18-25	69	1947
Казань	26-35	95	1947
Казань	36-45	60	1947
Казань	46-60	20	1947
Казань	61-80	49	1947
Казань	80-100	95	1947
Казань	101+	73	1947
Нижний Новгород	0-3	30	1947
Нижний Новгород	3-7	10	1947
Нижний Новгород	8-14	58	1947
Нижний Новгород	15-18	86	1947
Нижний Новгород	18-25	21	1947
Нижний Новгород	26-35	69	1947
Нижний Новгород	36-45	16	1947
Нижний Новгород	46-60	44	1947
Нижний Новгород	61-80	45	1947
Нижний Новгород	80-100	17	1947
Нижний Новгород	101+	27	1947
Челябинск	0-3	89	1947
Челябинск	3-7	98	1947
Челябинск	8-14	74	1947
Челябинск	15-18	29	1947
Челябинск	18-25	58	1947
Челябинск	26-35	14	1947
Челябинск	36-45	61	1947
Челябинск	46-60	61	1947
Челябинск	61-80	30	1947
Челябинск	80-100	31	1947
Челябинск	101+	89	1947
Самара	0-3	92	1947
Самара	3-7	25	1947
Самара	8-14	32	1947
Самара	15-18	41	1947
Самара	18-25	68	1947
Самара	26-35	26	1947
Самара	36-45	37	1947
Самара	46-60	66	1947
Самара	61-80	33	1947
Самара	80-100	94	1947
Самара	101+	48	1947
Омск	0-3	82	1947
Омск	3-7	18	1947
Омск	8-14	54	1947
Омск	15-18	60	1947
Омск	18-25	51	1947
Омск	26-35	97	1947
Омск	36-45	95	1947
Омск	46-60	10	1947
Омск	61-80	56	1947
Омск	80-100	30	1947
Омск	101+	85	1947
Ростов-на-Дону	0-3	63	1947
Ростов-на-Дону	3-7	86	1947
Ростов-на-Дону	8-14	66	1947
Ростов-на-Дону	15-18	81	1947
Ростов-на-Дону	18-25	61	1947
Ростов-на-Дону	26-35	19	1947
Ростов-на-Дону	36-45	66	1947
Ростов-на-Дону	46-60	66	1947
Ростов-на-Дону	61-80	71	1947
Ростов-на-Дону	80-100	83	1947
Ростов-на-Дону	101+	11	1947
Уфа	0-3	14	1947
Уфа	3-7	72	1947
Уфа	8-14	77	1947
Уфа	15-18	16	1947
Уфа	18-25	72	1947
Уфа	26-35	86	1947
Уфа	36-45	15	1947
Уфа	46-60	55	1947
Уфа	61-80	94	1947
Уфа	80-100	95	1947
Уфа	101+	67	1947
Красноярск	0-3	72	1947
Красноярск	3-7	22	1947
Красноярск	8-14	84	1947
Красноярск	15-18	82	1947
Красноярск	18-25	94	1947
Красноярск	26-35	30	1947
Красноярск	36-45	32	1947
Красноярск	46-60	35	1947
Красноярск	61-80	75	1947
Красноярск	80-100	63	1947
Красноярск	101+	17	1947
Москва	0-3	66	1950
Москва	3-7	14	1950
Москва	8-14	47	1950
Москва	15-18	74	1950
Москва	18-25	19	1950
Москва	26-35	57	1950
Москва	36-45	67	1950
Москва	46-60	49	1950
Москва	61-80	12	1950
Москва	80-100	28	1950
Москва	101+	89	1950
Санкт-Петербург	0-3	42	1950
Санкт-Петербург	3-7	30	1950
Санкт-Петербург	8-14	46	1950
Санкт-Петербург	15-18	23	1950
Санкт-Петербург	18-25	46	1950
Санкт-Петербург	26-35	83	1950
Санкт-Петербург	36-45	73	1950
Санкт-Петербург	46-60	83	1950
Санкт-Петербург	61-80	95	1950
Санкт-Петербург	80-100	41	1950
Санкт-Петербург	101+	42	1950
Новосибирск	0-3	94	1950
Новосибирск	3-7	82	1950
Новосибирск	8-14	97	1950
Новосибирск	15-18	56	1950
Новосибирск	18-25	75	1950
Новосибирск	26-35	80	1950
Новосибирск	36-45	27	1950
Новосибирск	46-60	35	1950
Новосибирск	61-80	87	1950
Новосибирск	80-100	95	1950
Новосибирск	101+	72	1950
Екатеринбург	0-3	79	1950
Екатеринбург	3-7	90	1950
Екатеринбург	8-14	74	1950
Екатеринбург	15-18	68	1950
Екатеринбург	18-25	81	1950
Екатеринбург	26-35	35	1950
Екатеринбург	36-45	27	1950
Екатеринбург	46-60	51	1950
Екатеринбург	61-80	20	1950
Екатеринбург	80-100	84	1950
Екатеринбург	101+	12	1950
Казань	0-3	99	1950
Казань	3-7	19	1950
Казань	8-14	94	1950
Казань	15-18	41	1950
Казань	18-25	88	1950
Казань	26-35	43	1950
Казань	36-45	60	1950
Казань	46-60	14	1950
Казань	61-80	97	1950
Казань	80-100	30	1950
Казань	101+	23	1950
Нижний Новгород	0-3	59	1950
Нижний Новгород	3-7	15	1950
Нижний Новгород	8-14	76	1950
Нижний Новгород	15-18	93	1950
Нижний Новгород	18-25	20	1950
Нижний Новгород	26-35	60	1950
Нижний Новгород	36-45	52	1950
Нижний Новгород	46-60	64	1950
Нижний Новгород	61-80	90	1950
Нижний Новгород	80-100	64	1950
Нижний Новгород	101+	90	1950
Челябинск	0-3	42	1950
Челябинск	3-7	93	1950
Челябинск	8-14	16	1950
Челябинск	15-18	10	1950
Челябинск	18-25	42	1950
Челябинск	26-35	92	1950
Челябинск	36-45	17	1950
Челябинск	46-60	44	1950
Челябинск	61-80	95	1950
Челябинск	80-100	70	1950
Челябинск	101+	21	1950
Самара	0-3	32	1950
Самара	3-7	63	1950
Самара	8-14	30	1950
Самара	15-18	61	1950
Самара	18-25	82	1950
Самара	26-35	10	1950
Самара	36-45	80	1950
Самара	46-60	60	1950
Самара	61-80	16	1950
Самара	80-100	74	1950
Самара	101+	21	1950
Омск	0-3	64	1950
Омск	3-7	33	1950
Омск	8-14	47	1950
Омск	15-18	20	1950
Омск	18-25	46	1950
Омск	26-35	44	1950
Омск	36-45	55	1950
Омск	46-60	46	1950
Омск	61-80	34	1950
Омск	80-100	26	1950
Омск	101+	85	1950
Ростов-на-Дону	0-3	43	1950
Ростов-на-Дону	3-7	59	1950
Ростов-на-Дону	8-14	19	1950
Ростов-на-Дону	15-18	23	1950
Ростов-на-Дону	18-25	18	1950
Ростов-на-Дону	26-35	26	1950
Ростов-на-Дону	36-45	27	1950
Ростов-на-Дону	46-60	98	1950
Ростов-на-Дону	61-80	98	1950
Ростов-на-Дону	80-100	68	1950
Ростов-на-Дону	101+	16	1950
Уфа	0-3	100	1950
Уфа	3-7	81	1950
Уфа	8-14	13	1950
Уфа	15-18	74	1950
Уфа	18-25	10	1950
Уфа	26-35	57	1950
Уфа	36-45	95	1950
Уфа	46-60	56	1950
Уфа	61-80	32	1950
Уфа	80-100	33	1950
Уфа	101+	31	1950
Красноярск	0-3	15	1950
Красноярск	3-7	24	1950
Красноярск	8-14	83	1950
Красноярск	15-18	75	1950
Красноярск	18-25	55	1950
Красноярск	26-35	94	1950
Красноярск	36-45	48	1950
Красноярск	46-60	58	1950
Красноярск	61-80	67	1950
Красноярск	80-100	10	1950
Красноярск	101+	68	1950
Москва	0-3	71	1953
Москва	3-7	83	1953
Москва	8-14	67	1953
Москва	15-18	90	1953
Москва	18-25	97	1953
Москва	26-35	24	1953
Москва	36-45	27	1953
Москва	46-60	69	1953
Москва	61-80	44	1953
Москва	80-100	32	1953
Москва	101+	83	1953
Санкт-Петербург	0-3	45	1953
Санкт-Петербург	3-7	30	1953
Санкт-Петербург	8-14	60	1953
Санкт-Петербург	15-18	51	1953
Санкт-Петербург	18-25	57	1953
Санкт-Петербург	26-35	86	1953
Санкт-Петербург	36-45	96	1953
Санкт-Петербург	46-60	35	1953
Санкт-Петербург	61-80	56	1953
Санкт-Петербург	80-100	91	1953
Санкт-Петербург	101+	34	1953
Новосибирск	0-3	59	1953
Новосибирск	3-7	59	1953
Новосибирск	8-14	45	1953
Новосибирск	15-18	49	1953
Новосибирск	18-25	94	1953
Новосибирск	26-35	38	1953
Новосибирск	36-45	30	1953
Новосибирск	46-60	49	1953
Новосибирск	61-80	12	1953
Новосибирск	80-100	23	1953
Новосибирск	101+	49	1953
Екатеринбург	0-3	33	1953
Екатеринбург	3-7	26	1953
Екатеринбург	8-14	12	1953
Екатеринбург	15-18	37	1953
Екатеринбург	18-25	58	1953
Екатеринбург	26-35	32	1953
Екатеринбург	36-45	31	1953
Екатеринбург	46-60	23	1953
Екатеринбург	61-80	70	1953
Екатеринбург	80-100	87	1953
Екатеринбург	101+	57	1953
Казань	0-3	10	1953
Казань	3-7	89	1953
Казань	8-14	47	1953
Казань	15-18	78	1953
Казань	18-25	31	1953
Казань	26-35	36	1953
Казань	36-45	67	1953
Казань	46-60	38	1953
Казань	61-80	94	1953
Казань	80-100	15	1953
Казань	101+	53	1953
Нижний Новгород	0-3	72	1953
Нижний Новгород	3-7	80	1953
Нижний Новгород	8-14	10	1953
Нижний Новгород	15-18	18	1953
Нижний Новгород	18-25	80	1953
Нижний Новгород	26-35	26	1953
Нижний Новгород	36-45	47	1953
Нижний Новгород	46-60	69	1953
Нижний Новгород	61-80	90	1953
Нижний Новгород	80-100	92	1953
Нижний Новгород	101+	21	1953
Челябинск	0-3	68	1953
Челябинск	3-7	22	1953
Челябинск	8-14	84	1953
Челябинск	15-18	77	1953
Челябинск	18-25	62	1953
Челябинск	26-35	22	1953
Челябинск	36-45	57	1953
Челябинск	46-60	69	1953
Челябинск	61-80	86	1953
Челябинск	80-100	32	1953
Челябинск	101+	86	1953
Самара	0-3	83	1953
Самара	3-7	86	1953
Самара	8-14	87	1953
Самара	15-18	29	1953
Самара	18-25	66	1953
Самара	26-35	27	1953
Самара	36-45	62	1953
Самара	46-60	24	1953
Самара	61-80	98	1953
Самара	80-100	89	1953
Самара	101+	56	1953
Омск	0-3	40	1953
Омск	3-7	95	1953
Омск	8-14	77	1953
Омск	15-18	82	1953
Омск	18-25	97	1953
Омск	26-35	100	1953
Омск	36-45	28	1953
Омск	46-60	23	1953
Омск	61-80	64	1953
Омск	80-100	10	1953
Омск	101+	95	1953
Ростов-на-Дону	0-3	66	1953
Ростов-на-Дону	3-7	54	1953
Ростов-на-Дону	8-14	11	1953
Ростов-на-Дону	15-18	12	1953
Ростов-на-Дону	18-25	93	1953
Ростов-на-Дону	26-35	76	1953
Ростов-на-Дону	36-45	60	1953
Ростов-на-Дону	46-60	36	1953
Ростов-на-Дону	61-80	96	1953
Ростов-на-Дону	80-100	45	1953
Ростов-на-Дону	101+	78	1953
Уфа	0-3	77	1953
Уфа	3-7	11	1953
Уфа	8-14	19	1953
Уфа	15-18	64	1953
Уфа	18-25	14	1953
Уфа	26-35	26	1953
Уфа	36-45	95	1953
Уфа	46-60	70	1953
Уфа	61-80	45	1953
Уфа	80-100	59	1953
Уфа	101+	30	1953
Красноярск	0-3	17	1953
Красноярск	3-7	27	1953
Красноярск	8-14	84	1953
Красноярск	15-18	76	1953
Красноярск	18-25	53	1953
Красноярск	26-35	23	1953
Красноярск	36-45	17	1953
Красноярск	46-60	47	1953
Красноярск	61-80	33	1953
Красноярск	80-100	64	1953
Красноярск	101+	80	1953
Москва	0-3	97	1956
Москва	3-7	61	1956
Москва	8-14	28	1956
Москва	15-18	84	1956
Москва	18-25	36	1956
Москва	26-35	22	1956
Москва	36-45	74	1956
Москва	46-60	96	1956
Москва	61-80	41	1956
Москва	80-100	87	1956
Москва	101+	11	1956
Санкт-Петербург	0-3	38	1956
Санкт-Петербург	3-7	100	1956
Санкт-Петербург	8-14	77	1956
Санкт-Петербург	15-18	24	1956
Санкт-Петербург	18-25	70	1956
Санкт-Петербург	26-35	13	1956
Санкт-Петербург	36-45	76	1956
Санкт-Петербург	46-60	90	1956
Санкт-Петербург	61-80	21	1956
Санкт-Петербург	80-100	20	1956
Санкт-Петербург	101+	48	1956
Новосибирск	0-3	81	1956
Новосибирск	3-7	30	1956
Новосибирск	8-14	92	1956
Новосибирск	15-18	91	1956
Новосибирск	18-25	25	1956
Новосибирск	26-35	43	1956
Новосибирск	36-45	52	1956
Новосибирск	46-60	14	1956
Новосибирск	61-80	34	1956
Новосибирск	80-100	54	1956
Новосибирск	101+	48	1956
Екатеринбург	0-3	44	1956
Екатеринбург	3-7	38	1956
Екатеринбург	8-14	15	1956
Екатеринбург	15-18	84	1956
Екатеринбург	18-25	27	1956
Екатеринбург	26-35	55	1956
Екатеринбург	36-45	66	1956
Екатеринбург	46-60	18	1956
Екатеринбург	61-80	58	1956
Екатеринбург	80-100	95	1956
Екатеринбург	101+	41	1956
Казань	0-3	63	1956
Казань	3-7	75	1956
Казань	8-14	27	1956
Казань	15-18	30	1956
Казань	18-25	76	1956
Казань	26-35	96	1956
Казань	36-45	65	1956
Казань	46-60	66	1956
Казань	61-80	33	1956
Казань	80-100	28	1956
Казань	101+	84	1956
Нижний Новгород	0-3	14	1956
Нижний Новгород	3-7	35	1956
Нижний Новгород	8-14	22	1956
Нижний Новгород	15-18	90	1956
Нижний Новгород	18-25	18	1956
Нижний Новгород	26-35	97	1956
Нижний Новгород	36-45	78	1956
Нижний Новгород	46-60	47	1956
Нижний Новгород	61-80	44	1956
Нижний Новгород	80-100	42	1956
